symbol,company_name,isin,parent_sector,parent_sector_id,major_industry,major_industry_id,sub_industry,sub_industry_id,primary_business,classification_confidence,classification_rationale,classification_source,effective_from,effective_to,last_verified,verification_status
AMBAAUTO,AMBAAUTO,,AUTO ANCILLARIES,SEC_AUTO_ANCILLARIES,Auto Castings & Forgings,IND_AUTO_CASTINGS_FORGINGS,"Precision Machined Crankshafts, Connecting Rods & Castings",SUB_PRECISION_MACHINED_CRANKSHAFTS_CONNECTING_RODS_CASTINGS,"High-tonnage hot forged automotive components, machined crankshafts, steering knuckles and axle beams.",HIGH,"Classified into Parent Sector 'AUTO ANCILLARIES' and Major Industry 'Auto Castings & Forgings' (Precision Machined Crankshafts, Connecting Rods & Castings) based on primary economic business exposure: High-tonnage hot forged automotive components, machined crankshafts, steering knuckles and axle beams.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
AMBANIORGO,AMBANIORGO,,CHEMICALS,SEC_CHEMICALS,Specialty Chemicals & Custom Synthesis,IND_SPECIALTY_CHEMICALS_CUSTOM_SYNTHESIS,"Phenol, Nitro-Aromatics, Alkyl Amines & Specialty Oleochemicals",SUB_PHENOL_NITRO_AROMATICS_ALKYL_AMINES_SPECIALTY_OLEOCHEMICALS,"Complex multi-step synthetic chemistry producing specialty organic intermediates for pharma, agro and polymers.",HIGH,"Classified into Parent Sector 'CHEMICALS' and Major Industry 'Specialty Chemicals & Custom Synthesis' (Phenol, Nitro-Aromatics, Alkyl Amines & Specialty Oleochemicals) based on primary economic business exposure: Complex multi-step synthetic chemistry producing specialty organic intermediates for pharma, agro and polymers.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
AMCL,AMCL,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
AMEYA,AMEYA,,METALS & FABRICATION,SEC_METALS_FABRICATION,Precision Metal Fabrication & Structures,IND_PRECISION_METAL_FABRICATION_STRUCTURES,"Custom Heavy Steel Fabrications, Industrial Enclosures & Stampings",SUB_CUSTOM_HEAVY_STEEL_FABRICATIONS_INDUSTRIAL_ENCLOSURES_STAMPINGS,"Custom metal fabrication, industrial equipment enclosures, structural assemblies and precision metal forming.",HIGH,"Classified into Parent Sector 'METALS & FABRICATION' and Major Industry 'Precision Metal Fabrication & Structures' (Custom Heavy Steel Fabrications, Industrial Enclosures & Stampings) based on primary economic business exposure: Custom metal fabrication, industrial equipment enclosures, structural assemblies and precision metal forming.",BUSINESS_NAME_AND_LEGACY_SECTOR,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ANAWIL,ANAWIL,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ANLON,ANLON,,INDUSTRIAL MACHINERY,SEC_INDUSTRIAL_MACHINERY,"Pumps, Compressors & Fluid Handling",IND_PUMPS_COMPRESSORS_FLUID_HANDLING,"Industrial Centrifugal Pumps, Rotary Screw Air Compressors & Valves",SUB_INDUSTRIAL_CENTRIFUGAL_PUMPS_ROTARY_SCREW_AIR_COMPRESSORS_VALVES,"Engineering of high-pressure industrial centrifugal water pumps, oil-free rotary screw air compressors and flow control valves.",HIGH,"Classified into Parent Sector 'INDUSTRIAL MACHINERY' and Major Industry 'Pumps, Compressors & Fluid Handling' (Industrial Centrifugal Pumps, Rotary Screw Air Compressors & Valves) based on primary economic business exposure: Engineering of high-pressure industrial centrifugal water pumps, oil-free rotary screw air compressors and flow control valves.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ANONDITA,ANONDITA,,HEALTHCARE SERVICES,SEC_HEALTHCARE_SERVICES,Specialized Medical Services & Devices,IND_SPECIALIZED_MEDICAL_SERVICES_DEVICES,Single-Specialty Clinics & Medical Consumables,SUB_SINGLE_SPECIALTY_CLINICS_MEDICAL_CONSUMABLES,"Single-specialty healthcare delivery focusing on ophthalmology, IVF fertility and medical devices.",HIGH,"Classified into Parent Sector 'HEALTHCARE SERVICES' and Major Industry 'Specialized Medical Services & Devices' (Single-Specialty Clinics & Medical Consumables) based on primary economic business exposure: Single-specialty healthcare delivery focusing on ophthalmology, IVF fertility and medical devices.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ANYA,ANYA,,COMMERCIAL TRADING,SEC_COMMERCIAL_TRADING,Wholesale Commodity & Industrial Distribution,IND_WHOLESALE_COMMODITY_INDUSTRIAL_DISTRIBUTION,"Domestic B2B Commodity Trading, Raw Material Wholesale & Merchant Exports",SUB_DOMESTIC_B2B_COMMODITY_TRADING_RAW_MATERIAL_WHOLESALE_MERCHANT_EXPORTS,"Engaged in wholesale distribution of commodities, raw materials and B2B industrial products.",HIGH,"Classified into Parent Sector 'COMMERCIAL TRADING' and Major Industry 'Wholesale Commodity & Industrial Distribution' (Domestic B2B Commodity Trading, Raw Material Wholesale & Merchant Exports) based on primary economic business exposure: Engaged in wholesale distribution of commodities, raw materials and B2B industrial products.",EXCHANGE_BUSINESS_DESCRIPTION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
AONEGOLD,AONEGOLD,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Exchange Traded Funds (ETF),IND_EXCHANGE_TRADED_FUNDS_ETF,"Passive Equity, Debt & Commodity Index Tracking ETFs",SUB_PASSIVE_EQUITY_DEBT_COMMODITY_INDEX_TRACKING_ETFS,"Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",HIGH,"Classified into Parent Sector 'CAPITAL MARKETS' and Major Industry 'Exchange Traded Funds (ETF)' (Passive Equity, Debt & Commodity Index Tracking ETFs) based on primary economic business exposure: Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",EXCHANGE_SECURITY_MASTER,2024-01-01,9999-12-31,2026-08-23,VERIFIED
AONELIQUID,AONELIQUID,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Exchange Traded Funds (ETF),IND_EXCHANGE_TRADED_FUNDS_ETF,"Passive Equity, Debt & Commodity Index Tracking ETFs",SUB_PASSIVE_EQUITY_DEBT_COMMODITY_INDEX_TRACKING_ETFS,"Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",HIGH,"Classified into Parent Sector 'CAPITAL MARKETS' and Major Industry 'Exchange Traded Funds (ETF)' (Passive Equity, Debt & Commodity Index Tracking ETFs) based on primary economic business exposure: Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",EXCHANGE_SECURITY_MASTER,2024-01-01,9999-12-31,2026-08-23,VERIFIED
AONENIFTY,AONENIFTY,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Exchange Traded Funds (ETF),IND_EXCHANGE_TRADED_FUNDS_ETF,"Passive Equity, Debt & Commodity Index Tracking ETFs",SUB_PASSIVE_EQUITY_DEBT_COMMODITY_INDEX_TRACKING_ETFS,"Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",HIGH,"Classified into Parent Sector 'CAPITAL MARKETS' and Major Industry 'Exchange Traded Funds (ETF)' (Passive Equity, Debt & Commodity Index Tracking ETFs) based on primary economic business exposure: Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",EXCHANGE_SECURITY_MASTER,2024-01-01,9999-12-31,2026-08-23,VERIFIED
AONESILVER,AONESILVER,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Exchange Traded Funds (ETF),IND_EXCHANGE_TRADED_FUNDS_ETF,"Passive Equity, Debt & Commodity Index Tracking ETFs",SUB_PASSIVE_EQUITY_DEBT_COMMODITY_INDEX_TRACKING_ETFS,"Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",HIGH,"Classified into Parent Sector 'CAPITAL MARKETS' and Major Industry 'Exchange Traded Funds (ETF)' (Passive Equity, Debt & Commodity Index Tracking ETFs) based on primary economic business exposure: Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",EXCHANGE_SECURITY_MASTER,2024-01-01,9999-12-31,2026-08-23,VERIFIED
AONETMMQ50,AONETMMQ50,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Exchange Traded Funds (ETF),IND_EXCHANGE_TRADED_FUNDS_ETF,"Passive Equity, Debt & Commodity Index Tracking ETFs",SUB_PASSIVE_EQUITY_DEBT_COMMODITY_INDEX_TRACKING_ETFS,"Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",HIGH,"Classified into Parent Sector 'CAPITAL MARKETS' and Major Industry 'Exchange Traded Funds (ETF)' (Passive Equity, Debt & Commodity Index Tracking ETFs) based on primary economic business exposure: Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",EXCHANGE_SECURITY_MASTER,2024-01-01,9999-12-31,2026-08-23,VERIFIED
AONETOTAL,AONETOTAL,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Exchange Traded Funds (ETF),IND_EXCHANGE_TRADED_FUNDS_ETF,"Passive Equity, Debt & Commodity Index Tracking ETFs",SUB_PASSIVE_EQUITY_DEBT_COMMODITY_INDEX_TRACKING_ETFS,"Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",HIGH,"Classified into Parent Sector 'CAPITAL MARKETS' and Major Industry 'Exchange Traded Funds (ETF)' (Passive Equity, Debt & Commodity Index Tracking ETFs) based on primary economic business exposure: Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",EXCHANGE_SECURITY_MASTER,2024-01-01,9999-12-31,2026-08-23,VERIFIED
APEXECO,APEXECO,,METALS & FABRICATION,SEC_METALS_FABRICATION,Precision Metal Fabrication & Structures,IND_PRECISION_METAL_FABRICATION_STRUCTURES,"Custom Heavy Steel Fabrications, Industrial Enclosures & Stampings",SUB_CUSTOM_HEAVY_STEEL_FABRICATIONS_INDUSTRIAL_ENCLOSURES_STAMPINGS,"Custom metal fabrication, industrial equipment enclosures, structural assemblies and precision metal forming.",HIGH,"Classified into Parent Sector 'METALS & FABRICATION' and Major Industry 'Precision Metal Fabrication & Structures' (Custom Heavy Steel Fabrications, Industrial Enclosures & Stampings) based on primary economic business exposure: Custom metal fabrication, industrial equipment enclosures, structural assemblies and precision metal forming.",BUSINESS_NAME_AND_LEGACY_SECTOR,2024-01-01,9999-12-31,2026-08-23,VERIFIED
APRAMEYA,APRAMEYA,,HEALTHCARE SERVICES,SEC_HEALTHCARE_SERVICES,Specialized Medical Services & Devices,IND_SPECIALIZED_MEDICAL_SERVICES_DEVICES,Single-Specialty Clinics & Medical Consumables,SUB_SINGLE_SPECIALTY_CLINICS_MEDICAL_CONSUMABLES,"Single-specialty healthcare delivery focusing on ophthalmology, IVF fertility and medical devices.",HIGH,"Classified into Parent Sector 'HEALTHCARE SERVICES' and Major Industry 'Specialized Medical Services & Devices' (Single-Specialty Clinics & Medical Consumables) based on primary economic business exposure: Single-specialty healthcare delivery focusing on ophthalmology, IVF fertility and medical devices.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
APS,APS,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
APSISAERO,APSISAERO,,DEFENCE,SEC_DEFENCE,Military Aircraft & Aerospace Systems,IND_MILITARY_AIRCRAFT_AEROSPACE_SYSTEMS,"Fighter Jets, Helicopters & Turbofan Engines",SUB_FIGHTER_JETS_HELICOPTERS_TURBOFAN_ENGINES,"Design, indigenous production and overhaul of fighter aircraft, military helicopters and aerospace avionics.",HIGH,"Classified into Parent Sector 'DEFENCE' and Major Industry 'Military Aircraft & Aerospace Systems' (Fighter Jets, Helicopters & Turbofan Engines) based on primary economic business exposure: Design, indigenous production and overhaul of fighter aircraft, military helicopters and aerospace avionics.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ARABIAN,ARABIAN,,METALS & FABRICATION,SEC_METALS_FABRICATION,Precision Metal Fabrication & Structures,IND_PRECISION_METAL_FABRICATION_STRUCTURES,"Custom Heavy Steel Fabrications, Industrial Enclosures & Stampings",SUB_CUSTOM_HEAVY_STEEL_FABRICATIONS_INDUSTRIAL_ENCLOSURES_STAMPINGS,"Custom metal fabrication, industrial equipment enclosures, structural assemblies and precision metal forming.",HIGH,"Classified into Parent Sector 'METALS & FABRICATION' and Major Industry 'Precision Metal Fabrication & Structures' (Custom Heavy Steel Fabrications, Industrial Enclosures & Stampings) based on primary economic business exposure: Custom metal fabrication, industrial equipment enclosures, structural assemblies and precision metal forming.",BUSINESS_NAME_AND_LEGACY_SECTOR,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ARCIIL,ARCIIL,,COMMERCIAL TRADING,SEC_COMMERCIAL_TRADING,Wholesale Commodity & Industrial Distribution,IND_WHOLESALE_COMMODITY_INDUSTRIAL_DISTRIBUTION,"Domestic B2B Commodity Trading, Raw Material Wholesale & Merchant Exports",SUB_DOMESTIC_B2B_COMMODITY_TRADING_RAW_MATERIAL_WHOLESALE_MERCHANT_EXPORTS,"Engaged in wholesale distribution of commodities, raw materials and B2B industrial products.",HIGH,"Classified into Parent Sector 'COMMERCIAL TRADING' and Major Industry 'Wholesale Commodity & Industrial Distribution' (Domestic B2B Commodity Trading, Raw Material Wholesale & Merchant Exports) based on primary economic business exposure: Engaged in wholesale distribution of commodities, raw materials and B2B industrial products.",EXCHANGE_BUSINESS_DESCRIPTION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ARHAM,ARHAM,,PAPER & PACKAGING,SEC_PAPER_PACKAGING,"Paper, Paperboard & Corrugated Cartons",IND_PAPER_PAPERBOARD_CORRUGATED_CARTONS,"Wood-Free Copier Paper, Multi-Layer Coated Board & Folding Cartons",SUB_WOOD_FREE_COPIER_PAPER_MULTI_LAYER_COATED_BOARD_FOLDING_CARTONS,"Integrated pulp processing, manufacturing of premium wood-free office copier paper, duplex packaging boards and folding cartons.",HIGH,"Classified into Parent Sector 'PAPER & PACKAGING' and Major Industry 'Paper, Paperboard & Corrugated Cartons' (Wood-Free Copier Paper, Multi-Layer Coated Board & Folding Cartons) based on primary economic business exposure: Integrated pulp processing, manufacturing of premium wood-free office copier paper, duplex packaging boards and folding cartons.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ARIHANTACA,ARIHANTACA,,EDUCATION & EDTECH,SEC_EDUCATION_EDTECH,Education Institutions & Educational Publishing,IND_EDUCATION_INSTITUTIONS_EDUCATIONAL_PUBLISHING,"K-12 Educational Institutions, Test Prep & Textbooks Publishing",SUB_K_12_EDUCATIONAL_INSTITUTIONS_TEST_PREP_TEXTBOOKS_PUBLISHING,"Operating formal educational academies, competitive examination test preparation coaching and educational publishing.",HIGH,"Classified into Parent Sector 'EDUCATION & EDTECH' and Major Industry 'Education Institutions & Educational Publishing' (K-12 Educational Institutions, Test Prep & Textbooks Publishing) based on primary economic business exposure: Operating formal educational academies, competitive examination test preparation coaching and educational publishing.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ARMOUR,ARMOUR,,DEFENCE,SEC_DEFENCE,Defense Precision Components & Sub-Systems,IND_DEFENSE_PRECISION_COMPONENTS_SUB_SYSTEMS,"Machined Aerostructures, Assemblies & Weapon Hardware",SUB_MACHINED_AEROSTRUCTURES_ASSEMBLIES_WEAPON_HARDWARE,High-precision machined aerospace components and mission-critical mechanical defense assemblies.,HIGH,"Classified into Parent Sector 'DEFENCE' and Major Industry 'Defense Precision Components & Sub-Systems' (Machined Aerostructures, Assemblies & Weapon Hardware) based on primary economic business exposure: High-precision machined aerospace components and mission-critical mechanical defense assemblies.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ARUNAYA,ARUNAYA,,COMMERCIAL TRADING,SEC_COMMERCIAL_TRADING,Wholesale Commodity & Industrial Distribution,IND_WHOLESALE_COMMODITY_INDUSTRIAL_DISTRIBUTION,"Domestic B2B Commodity Trading, Raw Material Wholesale & Merchant Exports",SUB_DOMESTIC_B2B_COMMODITY_TRADING_RAW_MATERIAL_WHOLESALE_MERCHANT_EXPORTS,"Engaged in wholesale distribution of commodities, raw materials and B2B industrial products.",HIGH,"Classified into Parent Sector 'COMMERCIAL TRADING' and Major Industry 'Wholesale Commodity & Industrial Distribution' (Domestic B2B Commodity Trading, Raw Material Wholesale & Merchant Exports) based on primary economic business exposure: Engaged in wholesale distribution of commodities, raw materials and B2B industrial products.",EXCHANGE_BUSINESS_DESCRIPTION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
